1872,4,11,19,28,32
1871,3,11,12,14,17
1870,4,8,14,19,21
1869,9,13,20,21,36
1868,8,16,20,33,34
1867,4,14,19,28,32
1866,4,6,10,11,28
1865,10,13,19,20,24
1864,1,3,5,9,18
1863,12,13,17,26,33
1862,7,16,18,19,34
1861,12,13,17,26,35
1860,7,8,18,29,36
1859,4,12,13,23,27
1858,12,13,18,28,33
1857,19,24,26,34,35
1856,10,17,31,32,33
1855,8,12,13,29,30
1854,7,10,13,28,34
1853,1,2,24,27,31
1852,15,16,19,28,31
1851,4,15,18,24,35
1850,1,2,15,17,21
1849,15,23,27,30,35
1848,4,11,12,26,32
1847,5,22,23,30,35
1846,8,11,23,25,28
1845,4,23,26,28,34
1844,2,12,15,23,36
1843,2,10,18,29,30
1842,1,4,6,7,8
1841,6,16,18,34,36
1840,3,5,19,29,32
1839,2,7,17,18,20
1838,12,15,21,32,34
1837,6,9,20,22,31
1836,5,20,25,28,29
1835,6,26,29,31,33
1834,3,5,22,24,28
1833,6,17,30,33,36
1832,14,15,19,31,35
1831,4,16,18,22,28
1830,6,11,16,18,22
1829,3,13,14,33,35
1828,12,24,26,31,34
1827,1,22,24,26,31
1826,1,3,9,24,29
1825,4,7,15,23,34
1824,7,9,19,24,28
1823,1,2,4,11,25
1822,3,11,15,17,31
1821,16,18,24,29,30
1820,6,18,21,28,35
1819,7,24,28,35,36
1818,2,9,16,24,29
1817,1,14,28,32,34
1816,18,21,32,33,34
1815,1,8,11,30,36
1814,16,17,32,35,36
1813,1,4,7,25,27
1812,4,5,11,29,32
1811,13,15,17,20,36
1810,7,16,17,20,21
1809,1,8,12,16,23
1808,12,16,26,29,31
1807,7,11,14,20,27
1806,5,17,28,32,34
1805,16,17,24,29,30
1804,1,3,7,9,27
1803,2,17,18,22,34
1802,12,13,15,28,34
1801,3,7,8,10,11
1800,2,3,4,13,26
1799,1,8,17,18,36
1798,4,17,21,25,36
1797,6,7,18,25,31
1796,2,14,21,27,36
1795,11,12,14,20,23
1794,7,16,25,27,36
1793,14,19,24,28,30
1792,3,6,12,27,31
1791,5,6,9,10,31
1790,2,6,11,13,14
1789,5,6,12,26,31
1788,12,14,24,30,31
1787,6,9,16,20,31
1786,5,14,19,20,22
1785,11,13,14,17,34
1784,11,18,30,32,33
1783,11,12,15,19,29
1782,2,16,21,24,31
1781,7,13,21,27,35
1780,2,17,19,20,31
1779,20,21,25,27,35
1778,8,18,32,35,36
1777,15,19,24,27,36
1776,1,6,17,18,19
1775,2,3,10,27,35
1774,12,19,22,31,32
1773,8,13,16,28,29
1772,1,3,7,18,24
1771,5,17,18,24,27
1770,15,22,27,31,33
1769,8,22,23,29,36
1768,6,7,8,24,32
1767,5,11,12,16,27
1766,4,13,26,29,35
1765,9,16,17,20,24
1764,2,18,20,28,32
1763,8,10,26,28,29
1762,1,11,21,25,26
1761,1,6,7,19,34
1760,2,7,21,22,23
1759,7,19,21,25,26
1758,6,11,16,19,28
1757,7,13,18,23,27
1756,4,18,27,30,36
1755,5,20,28,30,33
1754,10,13,18,19,33
1753,1,4,15,22,28
1752,8,27,30,32,33
1751,2,11,16,27,31
1750,5,10,19,20,24
1749,3,5,7,10,11
1748,9,12,20,22,36
1747,5,12,13,18,22
1746,3,9,18,19,23
1745,5,11,19,27,28
1744,12,16,17,29,33
1743,13,18,20,26,27
1742,12,18,28,31,32
1741,8,9,10,15,27
1740,4,5,28,33,34
1739,9,20,24,25,29
1738,10,20,21,22,31
1737,12,13,18,21,29
1736,4,9,22,26,34
1735,2,4,12,15,18
1734,10,21,26,28,36
1733,1,9,19,25,33
1732,1,3,12,21,26
1731,1,7,10,15,24
1730,6,18,22,30,32
1729,7,18,21,23,26
1728,11,15,18,24,36
1727,1,3,20,21,23
1726,1,4,10,12,17
1725,1,18,28,33,36
1724,7,9,14,17,27
1723,5,10,15,16,29
1722,1,15,26,27,33
1721,8,20,22,25,28
1720,3,7,8,13,18
1719,8,11,12,22,30
1718,1,10,17,26,29
1717,7,8,22,29,32
1716,3,12,18,26,27
1715,2,6,17,28,30
1714,8,11,15,20,23
1713,18,19,21,27,30
1712,6,10,12,13,25
1711,1,4,10,18,24
1710,3,11,13,16,19
1709,8,16,18,22,26
1708,2,6,15,22,32
1707,2,8,13,15,35
1706,2,5,13,28,36
1705,1,2,12,13,18
1704,10,22,24,26,29
1703,10,13,22,30,32
1702,1,7,11,20,28
1701,21,23,27,31,35
1700,7,13,14,16,34
1699,2,10,18,24,35
1698,13,17,21,24,26
1697,12,17,24,26,32
1696,2,21,24,26,29
1695,8,16,25,28,29
1694,10,13,20,31,32
1693,3,9,11,23,29
1692,8,18,26,29,35
1691,1,13,29,32,34
1690,14,16,23,27,28
1689,11,13,29,31,34
1688,16,22,27,28,33
1687,4,10,14,29,34
1686,1,7,18,26,36
1685,6,10,11,21,36
1684,3,9,11,23,28
1683,16,27,29,30,34
1682,13,23,30,33,34
1681,1,7,14,26,27
1680,4,19,20,31,35
1679,7,17,21,33,36
1678,2,6,11,13,22
1677,8,16,22,24,28
1676,6,18,22,29,33
1675,4,15,21,23,32
1674,5,6,16,31,34
1673,2,5,10,20,29
1672,4,9,23,27,32
1671,5,6,11,25,33
1670,1,9,10,15,30
1669,2,13,15,31,33
1668,2,5,20,30,36
1667,3,8,13,17,24
1666,7,10,19,21,22
1665,7,8,11,23,33
1664,5,11,12,25,30
1663,19,26,27,30,33
1662,6,8,22,27,31
1661,1,17,25,26,33
1660,1,2,9,12,16
1659,1,4,9,25,30
1658,9,14,16,27,28
1657,9,28,29,33,34
1656,2,23,24,33,34
1655,10,15,16,25,33
1654,6,19,20,31,33
1653,8,17,29,30,35
1652,11,18,31,32,33
1651,7,19,25,31,34
1650,3,12,19,24,25
1649,1,12,14,25,33
1648,2,12,19,33,36
1647,6,13,14,23,36
1646,8,10,30,32,33
1645,7,11,15,23,34
1644,5,11,20,21,29
1643,4,7,18,22,27
1642,17,28,30,31,34
1641,8,9,11,21,36
1640,3,18,19,23,35
1639,1,13,15,17,31
1638,12,20,31,32,33
1637,16,21,30,32,35
1636,2,19,27,28,29
1635,4,19,23,28,35
1634,4,13,21,25,30
1633,2,13,19,23,32
1632,13,14,19,24,32
1631,3,16,18,30,33
1630,9,18,19,27,31
1629,1,4,19,23,31
1628,2,8,14,24,33
1627,7,10,13,28,32
1626,5,16,20,25,29
1625,13,15,18,22,36
1624,2,7,18,29,31
1623,11,19,26,27,29
1622,14,16,20,21,35
1621,2,4,7,9,20
1620,3,6,8,19,27
1619,2,7,10,13,26
1618,12,14,17,23,28
1617,9,10,21,33,36
1616,13,21,25,28,34
1615,4,8,12,14,28
1614,2,18,20,24,35
1613,1,9,12,15,30
1612,4,7,26,28,32
1611,3,7,9,16,21
1610,3,11,17,19,29
1609,5,12,15,28,34
1608,9,11,19,31,34
1607,7,13,24,26,32
1606,4,5,10,19,22
1605,15,16,17,21,35
1604,13,14,33,34,36
1603,13,15,21,23,29
1602,16,27,29,31,36
1601,3,9,14,31,32
1600,8,12,17,18,22
1599,11,19,21,24,28
1598,13,20,24,35,36
1597,11,14,20,22,32
1596,5,16,27,33,34
1595,8,12,16,20,22
1594,11,21,25,29,32
1593,2,4,6,24,26
1592,3,8,21,31,36
1591,4,16,18,25,31
1590,2,15,17,26,33
1589,4,7,14,23,31
1588,3,10,14,16,22
1587,21,28,32,33,36
1586,4,5,23,25,34
1585,4,8,13,15,34
1584,4,19,22,23,26
1583,5,6,27,35,36
1582,2,6,19,24,36
1581,5,13,31,34,36
1580,7,12,13,30,36
1579,1,2,12,26,28
1578,2,6,22,24,33
1577,10,15,27,28,32
1576,6,10,15,20,32
1575,3,15,21,32,34
1574,7,11,26,35,36
1573,11,12,13,19,27
1572,1,18,25,33,34
1571,1,18,22,24,35
1570,2,15,17,34,35
1569,3,14,16,24,26
1568,8,13,16,25,31
1567,7,15,17,21,34
1566,18,28,30,34,36
1565,9,18,22,27,30
1564,8,19,21,27,30
1563,3,8,12,18,36
1562,11,19,22,28,33
1561,6,7,22,27,35
1560,2,4,10,21,24
1559,20,22,25,26,33
1558,6,10,11,24,33
1557,7,8,17,19,34
1556,5,8,10,16,34
1555,4,21,29,33,36
1554,1,5,11,17,29
1553,2,21,23,34,36
1552,10,22,25,26,34
1551,15,23,28,30,36
1550,7,9,15,17,27
1549,24,29,30,33,34
1548,2,10,11,22,32
1547,16,19,30,33,34
1546,4,18,21,22,34
1545,5,6,10,16,24
1544,12,18,21,22,29
1543,16,17,22,24,36
1542,1,7,14,20,35
1541,5,11,23,25,26
1540,4,19,21,25,27
1539,3,7,16,24,27
1538,22,26,27,29,30
1537,1,6,13,19,36
1536,4,9,12,13,31
1535,1,6,19,21,27
1534,9,14,30,31,36
1533,1,5,13,26,36
1532,4,7,8,31,33
1531,14,15,25,27,33
1530,5,6,10,21,30
1529,3,6,12,31,36
1528,9,23,24,29,35
1527,3,11,24,31,32
1526,6,16,18,26,35
1525,2,17,19,25,31
1524,4,5,18,22,31
1523,1,6,12,22,31
1522,3,4,24,26,35
1521,2,6,8,14,15
1520,10,13,16,25,31
1519,2,3,24,26,35
1518,1,12,13,18,21
1517,4,5,7,31,34
1516,5,20,23,28,33
1515,10,15,17,27,33
1514,2,7,11,18,33
1513,2,5,14,30,33
1512,2,5,12,27,28
1511,13,21,24,27,36
1510,2,10,23,26,27
1509,4,5,9,31,33
1508,4,12,22,30,34
1507,1,2,6,11,30
1506,2,16,30,31,34
1505,11,12,15,28,30
1504,10,24,31,32,35
1503,3,15,20,22,34
1502,9,23,28,35,36
1501,2,13,17,30,36
1500,3,4,19,23,26
1499,4,7,24,33,36
1498,6,8,13,16,35
1497,7,9,13,16,30
1496,4,9,10,18,36
1495,1,6,10,14,22
1494,8,20,26,29,35
1493,10,13,15,24,28
1492,1,9,27,29,36
1491,10,12,21,30,35
1490,16,23,30,31,35
1489,6,12,19,20,36
1488,1,4,10,16,36
1487,6,13,29,35,36
1486,6,7,9,23,32
1485,2,4,12,20,24
1484,1,8,10,12,24
1483,1,4,24,25,32
1482,3,6,10,21,29
1481,3,13,14,23,27
1480,3,11,13,30,35
1479,2,20,25,30,31
1478,1,2,7,20,31
1477,1,5,13,25,32
1476,4,7,11,19,30
1475,7,15,16,21,22
1474,5,16,17,18,29
1473,14,15,30,34,36
1472,7,15,21,25,33
1471,3,6,8,18,35
1470,7,8,10,23,32
1469,10,11,13,16,30
1468,6,10,26,27,32
1467,9,16,21,23,31
1466,8,14,15,16,31
1465,15,16,17,32,34
1464,7,14,23,28,29
1463,1,24,26,31,32
1462,5,12,13,25,31
1461,11,16,18,20,30
1460,11,13,30,31,35
1459,12,16,28,30,34
1458,3,14,26,27,30
1457,7,9,15,16,29
1456,2,6,7,10,17
1455,4,10,20,29,34
1454,9,10,28,29,34
1453,8,15,17,31,36
1452,1,8,14,20,24
1451,2,9,25,31,36
1450,5,8,32,34,35
1449,12,16,22,24,30
1448,6,15,16,25,32
1447,2,15,16,19,31
1446,1,2,9,14,19
1445,6,15,21,23,36
1444,7,18,24,30,35
1443,3,5,8,17,25
1442,5,10,12,17,36
1441,14,25,29,31,35
1440,3,4,25,31,36
1439,2,8,16,19,24
1438,1,8,10,12,32
1437,8,12,22,24,29
1436,12,18,22,25,36
1435,4,14,29,33,36
1434,7,12,15,17,25
1433,1,13,19,27,33
1432,1,6,12,30,32
1431,1,16,22,23,28
1430,6,11,17,19,20
1429,18,19,23,29,36
1428,1,6,7,16,31
1427,7,9,17,22,23
1426,12,16,18,27,31
1425,12,22,24,25,27
1424,4,6,17,18,29
1423,1,5,10,28,31
1422,3,11,30,31,33
1421,17,21,25,33,36
1420,4,6,25,29,34
1419,7,9,21,27,34
1418,2,16,18,27,32
1417,4,21,22,23,26
1416,18,20,27,31,33
1415,7,12,14,19,27
1414,6,7,13,17,32
1413,5,12,19,22,36
1412,2,12,15,18,20
1411,11,14,15,21,25
1410,16,21,24,34,36
1409,4,9,13,15,23
1408,6,14,16,27,31
1407,2,18,25,26,33
1406,9,10,13,25,33
1405,1,18,28,30,31
1404,3,10,20,30,31
1403,3,7,18,19,30
1402,16,19,28,33,36
1401,15,19,25,33,35
1400,3,5,9,23,33
1399,7,8,11,21,33
1398,1,9,16,20,28
1397,1,6,8,9,18
1396,14,21,22,32,34
1395,14,17,20,21,29
1394,7,19,22,29,33
1393,14,18,22,29,30
1392,1,4,5,20,35
1391,6,13,28,31,36
1390,14,18,23,29,35
1389,8,9,12,24,27
1388,13,23,24,28,32
1387,2,6,8,19,35
1386,1,6,18,19,29
1385,6,10,13,23,33
1384,18,20,29,31,35
1383,3,17,23,27,32
1382,7,23,27,31,32
1381,1,6,10,28,29
1380,5,6,14,19,21
1379,7,11,25,27,35
1378,6,7,15,24,33
1377,3,4,7,15,27
1376,4,11,26,29,32
1375,7,14,18,19,23
1374,2,17,31,34,35
1373,11,13,29,30,31
1372,9,10,17,23,32
1371,15,18,22,25,33
1370,3,6,8,14,26
1369,4,20,22,24,27
1368,11,19,21,30,36
1367,4,8,20,23,28
1366,18,22,23,30,36
1365,6,9,17,24,33
1364,1,8,15,18,32
1363,3,9,18,19,29
1362,3,9,25,30,34
1361,3,5,20,22,33
1360,3,18,20,29,36
1359,9,12,13,23,24
1358,11,12,19,25,28
1357,11,14,15,20,34
1356,2,4,7,22,34
1355,2,24,26,27,32
1354,3,6,26,32,33
1353,10,16,21,33,36
1352,7,19,23,30,31
1351,7,10,23,29,33
1350,7,11,14,22,29
1349,2,7,18,35,36
1348,3,15,22,27,35
1347,8,17,22,24,27
1346,5,8,21,31,32
1345,5,10,19,25,28
1344,1,2,4,13,22
1343,1,4,5,26,28
1342,1,4,6,14,23
1341,1,7,10,16,31
1340,4,14,21,24,29
1339,11,15,22,28,33
1338,9,10,13,16,22
1337,4,5,15,23,36
1336,3,4,8,29,30
1335,9,18,25,27,31
1334,7,10,23,34,36
1333,7,17,29,33,35
1332,1,6,9,13,26
1331,4,11,14,20,33
1330,5,18,24,26,36
1329,1,14,27,28,33
1328,13,14,25,27,32
1327,1,10,18,19,28
